,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.22423146473779385,0.0867992766726944,0.09855334538878843,0.11030741410488246,0.18083182640144665,0.07504520795660036,0.12658227848101267,0.09764918625678119
frontalpole-rh,0.14264919941775836,0.14119359534206696,0.14264919941775836,0.14264919941775836,0.14264919941775836,0.1222707423580786,0.12081513828238719,0.04512372634643377
fusiform-lh,0.1339712918660287,0.11722488038277512,0.16028708133971292,0.14832535885167464,0.1423444976076555,0.1291866028708134,0.11602870813397129,0.05263157894736842
isthmuscingulate-rh,0.14220183486238533,0.11238532110091744,0.13990825688073394,0.15481651376146788,0.15022935779816513,0.11009174311926606,0.125,0.06536697247706422
medialorbitofrontal-lh,0.18382352941176472,0.0900735294117647,0.10661764705882353,0.11856617647058823,0.19852941176470587,0.08272058823529412,0.13878676470588236,0.08088235294117647
parahippocampal-lh,0.1280120481927711,0.12951807228915663,0.16265060240963855,0.14759036144578314,0.13855421686746988,0.16114457831325302,0.10542168674698796,0.02710843373493976
parahippocampal-rh,0.15191256830601094,0.08852459016393442,0.10273224043715846,0.11693989071038251,0.16393442622950818,0.07431693989071038,0.19344262295081968,0.10819672131147541
rostralanteriorcingulate-rh,0.15781487101669195,0.04400606980273141,0.0637329286798179,0.0834597875569044,0.1274658573596358,0.024279210925644917,0.1471927162367223,0.3520485584218513
