,caudalmiddlefrontal-rh,inferiorparietal-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.15625,0.15625,0.1875,0.09375,0.125,0.1875,0.0625,0.03125
inferiorparietal-rh,0.15625,0.15625,0.1875,0.09375,0.125,0.1875,0.0625,0.03125
precentral-lh,0.15151515151515152,0.15151515151515152,0.18181818181818182,0.09090909090909091,0.12121212121212122,0.21212121212121213,0.06060606060606061,0.030303030303030304
precentral-rh,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.11538461538461539,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.038461538461538464
rostralmiddlefrontal-lh,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.03333333333333333
superiorparietal-lh,0.15151515151515152,0.15151515151515152,0.18181818181818182,0.09090909090909091,0.12121212121212122,0.21212121212121213,0.06060606060606061,0.030303030303030304
superiortemporal-lh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09523809523809523,0.047619047619047616
superiortemporal-rh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667
