,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-lh,pericalcarine-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.13,0.13,0.13,0.13,0.09,0.13,0.13,0.13
caudalanteriorcingulate-rh,0.13,0.13,0.13,0.13,0.09,0.13,0.13,0.13
isthmuscingulate-rh,0.12844036697247707,0.12844036697247707,0.13761467889908258,0.13761467889908258,0.08256880733944955,0.13761467889908258,0.11926605504587157,0.12844036697247707
lateraloccipital-rh,0.12844036697247707,0.12844036697247707,0.13761467889908258,0.13761467889908258,0.08256880733944955,0.13761467889908258,0.11926605504587157,0.12844036697247707
parahippocampal-lh,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
pericalcarine-lh,0.12844036697247707,0.12844036697247707,0.13761467889908258,0.13761467889908258,0.08256880733944955,0.13761467889908258,0.11926605504587157,0.12844036697247707
rostralanteriorcingulate-lh,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.12903225806451613,0.0967741935483871,0.12903225806451613,0.12903225806451613,0.12903225806451613
rostralanteriorcingulate-rh,0.13,0.13,0.13,0.13,0.09,0.13,0.13,0.13
