,F7,TP9,O1,C4,Fp2,AF3,AFz,PO3
F7,0.3333333333333333,0.4166666666666667,0.0,0.25,0.0,0.0,0.0,0.0
TP9,0.23529411764705882,0.5882352941176471,0.0,0.17647058823529413,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.36363636363636365,0.36363636363636365,0.0,0.2727272727272727,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
