,fusiform-rh,inferiortemporal-rh,lingual-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,transversetemporal-rh
fusiform-rh,0.4031413612565445,0.27225130890052357,0.0,0.0,0.0,0.06282722513089005,0.2617801047120419,0.0
inferiortemporal-rh,0.2807017543859649,0.42105263157894735,0.0,0.0,0.0,0.023391812865497075,0.27485380116959063,0.0
lingual-lh,0.0,0.0,0.6666666666666666,0.0,0.2,0.13333333333333333,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.6274509803921569,0.16666666666666666,0.0,0.0,0.20588235294117646
medialorbitofrontal-rh,0.0,0.0,0.1485148514851485,0.12871287128712872,0.6435643564356436,0.07920792079207921,0.0,0.0
parahippocampal-lh,0.1553398058252427,0.05825242718446602,0.05825242718446602,0.0,0.05825242718446602,0.5242718446601942,0.14563106796116504,0.0
parahippocampal-rh,0.2883435582822086,0.3006134969325153,0.0,0.0,0.0,0.06748466257668712,0.34355828220858897,0.0
transversetemporal-rh,0.0,0.0,0.0,0.23076923076923078,0.02197802197802198,0.0,0.0,0.7472527472527473
