,bankssts-lh,entorhinal-lh,frontalpole-rh,fusiform-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-lh,parahippocampal-rh
bankssts-lh,0.6,0.10666666666666667,0.08888888888888889,0.0,0.0,0.20444444444444446,0.0,0.0
entorhinal-lh,0.09310344827586207,0.4862068965517241,0.013793103448275862,0.11379310344827587,0.0,0.15172413793103448,0.1413793103448276,0.0
frontalpole-rh,0.11363636363636363,0.011363636363636364,0.7954545454545454,0.0,0.022727272727272728,0.056818181818181816,0.0,0.0
fusiform-lh,0.0,0.08312342569269521,0.0,0.4836272040302267,0.0025188916876574307,0.010075566750629723,0.42065491183879095,0.0
lateralorbitofrontal-lh,0.0,0.0,0.010869565217391304,0.0,0.9891304347826086,0.0,0.0,0.0
medialorbitofrontal-lh,0.18604651162790697,0.1511627906976744,0.046511627906976744,0.023255813953488372,0.0,0.562015503875969,0.031007751937984496,0.0
parahippocampal-lh,0.0,0.09728506787330317,0.0,0.3755656108597285,0.0,0.01809954751131222,0.5090497737556561,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
