,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.5076923076923077,0.14285714285714285,0.01978021978021978,0.05274725274725275,0.05934065934065934,0.2175824175824176,0.0,0.0
frontalpole-rh,0.19021739130434784,0.5706521739130435,0.02717391304347826,0.02717391304347826,0.04619565217391304,0.13858695652173914,0.0,0.0
fusiform-lh,0.0142602495543672,0.017825311942959002,0.5989304812834224,0.1622103386809269,0.17825311942959002,0.023172905525846704,0.0,0.0053475935828877
lingual-lh,0.03272727272727273,0.01090909090909091,0.2,0.44727272727272727,0.2672727272727273,0.04,0.0,0.0018181818181818182
parahippocampal-lh,0.04697986577181208,0.02181208053691275,0.17281879194630873,0.24496644295302014,0.4446308724832215,0.04697986577181208,0.0050335570469798654,0.016778523489932886
rostralanteriorcingulate-rh,0.2108843537414966,0.12471655328798185,0.047619047619047616,0.05215419501133787,0.047619047619047616,0.5170068027210885,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.011627906976744186,0.0,0.9593023255813954,0.029069767441860465
temporalpole-rh,0.0,0.0,0.0231023102310231,0.0165016501650165,0.0462046204620462,0.0,0.013201320132013201,0.900990099009901
