,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,parahippocampal-lh,parsorbitalis-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.09302325581395349,0.8372093023255814,0.0,0.0,0.0,0.06976744186046512,0.0,0.0
fusiform-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.1951219512195122,0.0,0.0,0.0,0.8048780487804879,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
