,TP9,TP10,Cz,Fp2,AF7,C1,C2,AF8
TP9,0.7448979591836735,0.0,0.0,0.0,0.0,0.0,0.0,0.25510204081632654
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.49019607843137253
