,FC1,TP9,FT10,FC2,Fp2,AF7,AF8,AF4
FC1,0.3258426966292135,0.0,0.33707865168539325,0.0,0.0,0.0,0.33707865168539325,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.19078947368421054,0.0,0.5197368421052632,0.0,0.0,0.0,0.2894736842105263,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.2457627118644068,0.0,0.3813559322033898,0.0,0.0,0.0,0.3728813559322034,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
