,TP9,TP10,Cz,Fp2,AF7,C1,C2,AF8
TP9,0.5538194444444444,0.3611111111111111,0.0,0.0,0.0,0.0,0.020833333333333332,0.0642361111111111
TP10,0.28991596638655465,0.6050420168067226,0.0,0.0,0.0,0.0,0.10504201680672269,0.0
Cz,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.5347826086956522,0.4652173913043478,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.3519736842105263,0.6480263157894737,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C2,0.03412073490813648,0.1994750656167979,0.0,0.0,0.0,0.0,0.6220472440944882,0.14435695538057744
AF8,0.2074468085106383,0.0,0.0,0.0,0.0,0.0,0.30319148936170215,0.48936170212765956
