,Fz,Fp2,AF7,AF3,AFz,F6,AF8,AF4
Fz,0.3181818181818182,0.0,0.0,0.0,0.0,0.3409090909090909,0.0,0.3409090909090909
Fp2,0.0,0.5172413793103449,0.0,0.0,0.0,0.0,0.4827586206896552,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.13333333333333333,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.4380952380952381
AF8,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.6428571428571429,0.0
AF4,0.1308411214953271,0.0,0.0,0.0,0.0,0.4205607476635514,0.0,0.4485981308411215
