,bankssts-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,transversetemporal-lh
bankssts-lh,0.5126050420168067,0.0,0.0,0.0,0.0,0.0,0.0,0.48739495798319327
frontalpole-lh,0.0,0.30434782608695654,0.19104084321475626,0.0,0.17918313570487485,0.1383399209486166,0.18708827404479578,0.0
frontalpole-rh,0.0,0.21568627450980393,0.2171945701357466,0.0,0.2066365007541478,0.1583710407239819,0.20211161387631976,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.8608058608058609,0.0,0.1391941391941392,0.0,0.0
medialorbitofrontal-rh,0.0,0.2087227414330218,0.2102803738317757,0.0,0.22274143302180685,0.16355140186915887,0.19470404984423675,0.0
rostralanteriorcingulate-lh,0.0,0.17529215358931552,0.17529215358931552,0.06343906510851419,0.17529215358931552,0.2353923205342237,0.17529215358931552,0.0
rostralanteriorcingulate-rh,0.0,0.21812596006144394,0.20890937019969277,0.0,0.19508448540706605,0.16129032258064516,0.21658986175115208,0.0
transversetemporal-lh,0.481994459833795,0.0,0.0,0.0,0.0,0.0,0.0,0.518005540166205
