,Fp1,P8,F8,AF7,PO8,P6,TP8,AF8
Fp1,0.3076923076923077,0.0,0.34615384615384615,0.0,0.0,0.0,0.0,0.34615384615384615
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.13846153846153847,0.0,0.4461538461538462,0.0,0.0,0.0,0.0,0.4153846153846154
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.14516129032258066,0.0,0.43548387096774194,0.0,0.0,0.0,0.0,0.41935483870967744
