,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.042172523961661344,0.024600638977635782,0.0,0.04249201277955272,0.0,0.03354632587859425,0.038977635782747606,0.0,0.03769968051118211,0.015335463258785943,0.01853035143769968,0.020127795527156548,0.018849840255591055,0.03961661341853035,0.021086261980830672,0.0,0.04249201277955272,0.0,0.04249201277955272,0.030670926517571886,0.0,0.0,0.0,0.007348242811501597,0.030990415335463258,0.023961661341853034,0.022364217252396165,0.008306709265175719,0.03226837060702875,0.0,0.0,0.0,0.0,0.034185303514377,0.026517571884984027,0.0,0.03386581469648562,0.0,0.034185303514377,0.025559105431309903,0.020447284345047924,0.0,0.0,0.012460063897763577,0.0,0.0,0.0,0.0,0.0,0.030990415335463258,0.0,0.0,0.0,0.0,0.038338658146964855,0.029073482428115017,0.03738019169329074,0.0,0.021405750798722045,0.0,0.028115015974440896,0.03354632587859425
F3,0.0,0.03316540722082284,0.03736356003358522,0.0,0.03736356003358522,0.0,0.02938706968933669,0.037783375314861464,0.0,0.02644836272040302,0.020151133501259445,0.028967254408060455,0.02644836272040302,0.02980688497061293,0.037783375314861464,0.010075566750629723,0.0,0.03442485306465155,0.0,0.037783375314861464,0.037783375314861464,0.0,0.0,0.0,0.014693534844668345,0.02225020990764064,0.017212426532325777,0.03442485306465155,0.01595298068849706,0.037783375314861464,0.0,0.0,0.0,0.0,0.02434928631402183,0.037783375314861464,0.0,0.025608732157850547,0.0,0.037783375314861464,0.03736356003358522,0.005037783375314861,0.0,0.0,0.0163727959697733,0.0,0.0,0.0,0.0,0.0,0.037783375314861464,0.0,0.0,0.0,0.0,0.0272879932829555,0.015113350125944584,0.026028547439126783,0.0,0.03316540722082284,0.0,0.037783375314861464,0.031486146095717885
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.039892021595680865,0.026094781043791242,0.0,0.04349130173965207,0.0,0.03149370125974805,0.03959208158368326,0.0,0.03629274145170966,0.014397120575884824,0.020395920815836834,0.01889622075584883,0.020695860827834433,0.04019196160767846,0.01979604079184163,0.0,0.041991601679664065,0.0,0.04349130173965207,0.03179364127174565,0.0,0.0,0.0,0.009898020395920816,0.029094181163767247,0.022495500899820036,0.02399520095980804,0.010797840431913617,0.03329334133173365,0.0,0.0,0.0,0.0,0.032093581283743254,0.027894421115776846,0.0,0.03179364127174565,0.0,0.035092981403719255,0.026994601079784044,0.01919616076784643,0.0,0.0,0.011697660467906419,0.0,0.0,0.0,0.0,0.0,0.032093581283743254,0.0,0.0,0.0,0.0,0.03689262147570486,0.028194361127774445,0.035992801439712056,0.0,0.02309538092381524,0.0,0.029394121175764846,0.03149370125974805
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.03861713865391688,0.02500919455682236,0.0,0.03861713865391688,0.0,0.038249356381022434,0.03861713865391688,0.0,0.036410445016550205,0.01655020228025009,0.01802133137182788,0.02317028319235013,0.018389113644722323,0.03861713865391688,0.02206693637366679,0.0,0.03861713865391688,0.0,0.03861713865391688,0.031997057741816846,0.0,0.0,0.0,0.0051489518205222505,0.03273262228760574,0.027583670467083488,0.022434718646561234,0.00625229863920559,0.033835969106289075,0.0,0.0,0.0,0.0,0.03457153365207797,0.02721588819418904,0.0,0.03567488047076131,0.0,0.03604266274365576,0.0261125413755057,0.017653549098933432,0.0,0.0,0.014343508642883413,0.0,0.0,0.0,0.0,0.0,0.032364840014711294,0.0,0.0,0.0,0.0,0.03714600956233909,0.026480323648400146,0.03604266274365576,0.0,0.021331371827877896,0.0,0.029054799558661273,0.036410445016550205
C3,0.0,0.034444444444444444,0.025,0.0,0.03722222222222222,0.0,0.029166666666666667,0.04638888888888889,0.0,0.03,0.013333333333333334,0.019166666666666665,0.0175,0.028888888888888888,0.043055555555555555,0.018333333333333333,0.0,0.035277777777777776,0.0,0.04083333333333333,0.03916666666666667,0.0,0.0,0.0,0.01888888888888889,0.026944444444444444,0.020833333333333332,0.02861111111111111,0.01972222222222222,0.036944444444444446,0.0,0.0,0.0,0.0,0.02861111111111111,0.030555555555555555,0.0,0.029444444444444443,0.0,0.03361111111111111,0.025277777777777777,0.015833333333333335,0.0,0.0,0.010833333333333334,0.0,0.0,0.0,0.0,0.0,0.03944444444444444,0.0,0.0,0.0,0.0,0.030555555555555555,0.0225,0.029722222222222223,0.0,0.03111111111111111,0.0,0.03361111111111111,0.029166666666666667
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.04084507042253521,0.02147887323943662,0.0,0.041901408450704225,0.0,0.03415492957746479,0.03732394366197183,0.0,0.04542253521126761,0.013380281690140845,0.014788732394366197,0.02112676056338028,0.015140845070422536,0.038028169014084505,0.02323943661971831,0.0,0.045774647887323945,0.0,0.041901408450704225,0.028169014084507043,0.0,0.0,0.0,0.0024647887323943664,0.03415492957746479,0.02640845070422535,0.019014084507042252,0.0035211267605633804,0.02992957746478873,0.0,0.0,0.0,0.0,0.03767605633802817,0.023591549295774648,0.0,0.03732394366197183,0.0,0.03204225352112676,0.022535211267605635,0.022535211267605635,0.0,0.0,0.013732394366197184,0.0,0.0,0.0,0.0,0.0,0.02852112676056338,0.0,0.0,0.0,0.0,0.045774647887323945,0.036619718309859155,0.045774647887323945,0.0,0.01795774647887324,0.0,0.02535211267605634,0.0323943661971831
