,inferiorparietal-rh,postcentral-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
inferiorparietal-rh,0.2564102564102564,0.08974358974358974,0.16666666666666666,0.16666666666666666,0.0641025641025641,0.10256410256410256,0.0,0.15384615384615385
postcentral-lh,0.07526881720430108,0.3333333333333333,0.13978494623655913,0.15053763440860216,0.0967741935483871,0.03225806451612903,0.053763440860215055,0.11827956989247312
postcentral-rh,0.11578947368421053,0.14736842105263157,0.2,0.2,0.08421052631578947,0.09473684210526316,0.0,0.15789473684210525
rostralmiddlefrontal-lh,0.10185185185185185,0.12037037037037036,0.17592592592592593,0.2777777777777778,0.10185185185185185,0.08333333333333333,0.0,0.1388888888888889
superiorparietal-lh,0.057971014492753624,0.11594202898550725,0.10144927536231885,0.14492753623188406,0.4782608695652174,0.0,0.0,0.10144927536231885
superiorparietal-rh,0.1509433962264151,0.07547169811320754,0.18867924528301888,0.20754716981132076,0.03773584905660377,0.16981132075471697,0.018867924528301886,0.1509433962264151
superiortemporal-lh,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
supramarginal-lh,0.13043478260869565,0.14130434782608695,0.1956521739130435,0.1956521739130435,0.08695652173913043,0.08695652173913043,0.0,0.16304347826086957
