,cuneus-lh,frontalpole-lh,frontalpole-rh,insula-lh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.8958652373660031,0.10260336906584992,0.0,0.0015313935681470138,0.0,0.0,0.0
frontalpole-rh,0.0,0.15990453460620524,0.8400954653937948,0.0,0.0,0.0,0.0,0.0
insula-lh,0.0,0.0,0.0,0.4581430745814307,0.23059360730593606,0.0593607305936073,0.2519025875190259,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.24009508716323297,0.48177496038034867,0.0,0.27812995245641836,0.0
parahippocampal-rh,0.0,0.0,0.003105590062111801,0.12422360248447205,0.0,0.8680124223602484,0.004658385093167702,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.29659498207885304,0.31272401433691754,0.004480286738351254,0.38620071684587814,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
