,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.6190476190476191,0.23809523809523808,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
parsopercularis-lh,0.375,0.425,0.0,0.0,0.0,0.2,0.0,0.0
parstriangularis-rh,0.0,0.0,0.4827586206896552,0.08620689655172414,0.0,0.43103448275862066,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.10204081632653061,0.7959183673469388,0.0,0.10204081632653061,0.0,0.0
superiorfrontal-lh,0.0,0.0,0.0,0.0,0.6571428571428571,0.0,0.34285714285714286,0.0
superiorparietal-lh,0.10843373493975904,0.07228915662650602,0.3253012048192771,0.060240963855421686,0.0,0.43373493975903615,0.0,0.0
superiortemporal-lh,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.7222222222222222,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
