,Fp1,F7,TP9,Pz,CP6,F8,Fp2,AF7
Fp1,0.3364485981308411,0.0,0.0,0.0,0.0,0.0,0.3317757009345794,0.3317757009345794
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.4935064935064935,0.0,0.5064935064935064,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.0,0.33771929824561403,0.0,0.6622807017543859,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.33649289099526064,0.0,0.0,0.0,0.0,0.0,0.33175355450236965,0.33175355450236965
AF7,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3285024154589372,0.33816425120772947
