,Fp1,F7,TP9,Pz,CP6,F8,Fp2,AF7
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.3,0.35,0.0,0.35,0.0,0.0,0.0
TP9,0.0,0.11666666666666667,0.43333333333333335,0.0,0.45,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP6,0.0,0.08860759493670886,0.34177215189873417,0.0,0.569620253164557,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
