,bankssts-rh,frontalpole-lh,frontalpole-rh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.6439169139465876,0.0,0.0,0.11869436201780416,0.11869436201780416,0.11869436201780416,0.0,0.0
frontalpole-lh,0.0,0.3786610878661088,0.17364016736401675,0.0,0.0,0.0,0.11192468619246862,0.33577405857740583
frontalpole-rh,0.0,0.2534351145038168,0.4076335877862595,0.0,0.0,0.0,0.13587786259541984,0.20305343511450383
paracentral-lh,0.0789980732177264,0.0,0.0,0.5568400770712909,0.1252408477842004,0.23892100192678228,0.0,0.0
paracentral-rh,0.08418891170431211,0.0,0.0,0.13141683778234087,0.3921971252566735,0.3921971252566735,0.0,0.0
posteriorcingulate-lh,0.06765676567656766,0.0,0.0,0.20297029702970298,0.31683168316831684,0.41254125412541254,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.23883928571428573,0.203125,0.0,0.0,0.0,0.3392857142857143,0.21875
rostralanteriorcingulate-rh,0.0,0.3491891891891892,0.1437837837837838,0.0,0.0,0.0,0.10810810810810811,0.3989189189189189
