,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
frontalpole-lh,0.6673936750272628,0.1504907306434024,0.011995637949836423,0.05125408942202835,0.06324972737186478,0.017448200654307525,0.0,0.03816793893129771
frontalpole-rh,0.16417910447761194,0.6828358208955224,0.012437810945273632,0.017412935323383085,0.011194029850746268,0.013681592039800995,0.028606965174129355,0.06965174129353234
fusiform-lh,0.009351620947630923,0.004987531172069825,0.3584788029925187,0.13092269326683292,0.17144638403990026,0.23192019950124687,0.017456359102244388,0.07543640897755612
isthmuscingulate-rh,0.038088125466766244,0.008961911874533234,0.14712471994025392,0.4085138162808066,0.18670649738610903,0.13741598207617625,0.04256908140403286,0.030619865571321882
lingual-lh,0.042416452442159386,0.007069408740359897,0.16516709511568123,0.16323907455012854,0.38110539845758357,0.13560411311053985,0.07069408740359898,0.03470437017994859
parahippocampal-lh,0.014313597918022121,0.005855562784645413,0.24853610930383865,0.12491867273910215,0.15029277813923228,0.3545868575146389,0.03253090435914118,0.06896551724137931
parahippocampal-rh,0.0,0.029336734693877552,0.04081632653061224,0.0778061224489796,0.13903061224489796,0.06887755102040816,0.6403061224489796,0.003826530612244898
temporalpole-lh,0.03553299492385787,0.05279187817258883,0.12893401015228426,0.04568527918781726,0.06700507614213198,0.1116751269035533,0.003045685279187817,0.5553299492385787
