,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.07769423558897243,0.0,0.0,0.0,0.040100250626566414,0.03007518796992481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07769423558897243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08521303258145363,0.0,0.0,0.002506265664160401,0.0,0.0,0.06265664160401002,0.007518796992481203,0.0,0.08270676691729323,0.0,0.0,0.06766917293233082,0.08771929824561403,0.08020050125313283,0.0,0.08270676691729323,0.0,0.0,0.05513784461152882,0.0,0.0,0.0,0.03759398496240601,0.0,0.0,0.03759398496240601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08521303258145363,0.0,0.0,0.0
Fz,0.0,0.025974025974025976,0.021251475796930343,0.02715466351829988,0.0,0.0,0.02243211334120425,0.02833530106257379,0.0,0.0,0.02715466351829988,0.025974025974025976,0.02715466351829988,0.02833530106257379,0.02715466351829988,0.02833530106257379,0.0,0.02715466351829988,0.018890200708382526,0.02715466351829988,0.02833530106257379,0.024793388429752067,0.02715466351829988,0.010625737898465172,0.008264462809917356,0.0,0.02715466351829988,0.01770956316410862,0.0059031877213695395,0.01652892561983471,0.02833530106257379,0.0,0.0,0.02715466351829988,0.0,0.02833530106257379,0.02833530106257379,0.0,0.0,0.0,0.0,0.0,0.02715466351829988,0.02833530106257379,0.0,0.02715466351829988,0.0,0.008264462809917356,0.0,0.02715466351829988,0.02243211334120425,0.0,0.024793388429752067,0.02833530106257379,0.020070838252656435,0.02715466351829988,0.0,0.024793388429752067,0.02833530106257379,0.0,0.02833530106257379,0.02715466351829988,0.009445100354191263
F3,0.0,0.023255813953488372,0.024709302325581394,0.027616279069767442,0.0,0.0,0.020348837209302327,0.027616279069767442,0.0,0.0,0.027616279069767442,0.027616279069767442,0.027616279069767442,0.027616279069767442,0.027616279069767442,0.027616279069767442,0.0,0.024709302325581394,0.020348837209302327,0.027616279069767442,0.027616279069767442,0.023255813953488372,0.027616279069767442,0.00872093023255814,0.005813953488372093,0.0,0.02616279069767442,0.015988372093023256,0.0029069767441860465,0.015988372093023256,0.027616279069767442,0.0,0.0,0.027616279069767442,0.0,0.027616279069767442,0.027616279069767442,0.0,0.0,0.0,0.0,0.0,0.027616279069767442,0.027616279069767442,0.0,0.027616279069767442,0.0,0.00872093023255814,0.0,0.027616279069767442,0.023255813953488372,0.0,0.027616279069767442,0.027616279069767442,0.024709302325581394,0.027616279069767442,0.0,0.027616279069767442,0.027616279069767442,0.0,0.027616279069767442,0.027616279069767442,0.01308139534883721
F7,0.0,0.020114942528735632,0.018199233716475097,0.029693486590038315,0.0,0.0,0.017241379310344827,0.032567049808429116,0.0,0.0,0.029693486590038315,0.029693486590038315,0.028735632183908046,0.032567049808429116,0.029693486590038315,0.031609195402298854,0.0,0.02490421455938697,0.01532567049808429,0.028735632183908046,0.032567049808429116,0.019157088122605363,0.028735632183908046,0.007662835249042145,0.005747126436781609,0.0,0.02490421455938697,0.013409961685823755,0.0038314176245210726,0.012452107279693486,0.031609195402298854,0.0,0.0,0.028735632183908046,0.0,0.031609195402298854,0.031609195402298854,0.0,0.0,0.0,0.0,0.0,0.028735632183908046,0.031609195402298854,0.0,0.022988505747126436,0.0,0.006704980842911878,0.0,0.029693486590038315,0.018199233716475097,0.0,0.022030651340996167,0.032567049808429116,0.020114942528735632,0.029693486590038315,0.0,0.022030651340996167,0.031609195402298854,0.0,0.031609195402298854,0.022988505747126436,0.008620689655172414
FT9,0.05319148936170213,0.0070921985815602835,0.0,0.0035460992907801418,0.05673758865248227,0.0425531914893617,0.0070921985815602835,0.0035460992907801418,0.0,0.0,0.0035460992907801418,0.0,0.0035460992907801418,0.0035460992907801418,0.0035460992907801418,0.0070921985815602835,0.05673758865248227,0.0070921985815602835,0.0,0.0035460992907801418,0.0035460992907801418,0.0070921985815602835,0.0035460992907801418,0.0035460992907801418,0.0070921985815602835,0.05673758865248227,0.0070921985815602835,0.0070921985815602835,0.010638297872340425,0.0070921985815602835,0.0035460992907801418,0.05319148936170213,0.010638297872340425,0.0070921985815602835,0.05673758865248227,0.0070921985815602835,0.0035460992907801418,0.05673758865248227,0.06028368794326241,0.06028368794326241,0.0,0.05673758865248227,0.0035460992907801418,0.0035460992907801418,0.05673758865248227,0.0035460992907801418,0.0,0.0,0.04964539007092199,0.0035460992907801418,0.0,0.05319148936170213,0.0,0.0035460992907801418,0.0,0.0035460992907801418,0.0,0.0,0.0035460992907801418,0.05673758865248227,0.0035460992907801418,0.0035460992907801418,0.0
FC5,0.061855670103092786,0.0,0.0,0.0,0.06701030927835051,0.05670103092783505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06701030927835051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06701030927835051,0.0,0.0,0.005154639175257732,0.0,0.0,0.061855670103092786,0.015463917525773196,0.0,0.06701030927835051,0.0,0.0,0.06701030927835051,0.06701030927835051,0.06701030927835051,0.0,0.06701030927835051,0.0,0.0,0.06701030927835051,0.0,0.0,0.0,0.061855670103092786,0.0,0.0,0.06701030927835051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06701030927835051,0.0,0.0,0.0
FC1,0.0,0.026845637583892617,0.022818791946308724,0.026845637583892617,0.0,0.0,0.024161073825503355,0.026845637583892617,0.0,0.0,0.026845637583892617,0.025503355704697986,0.026845637583892617,0.026845637583892617,0.026845637583892617,0.026845637583892617,0.0,0.026845637583892617,0.021476510067114093,0.026845637583892617,0.026845637583892617,0.026845637583892617,0.026845637583892617,0.012080536912751677,0.009395973154362415,0.0,0.026845637583892617,0.020134228187919462,0.006711409395973154,0.01879194630872483,0.026845637583892617,0.0,0.0,0.026845637583892617,0.0,0.026845637583892617,0.026845637583892617,0.0,0.0,0.0,0.0,0.0,0.026845637583892617,0.026845637583892617,0.0,0.026845637583892617,0.0,0.009395973154362415,0.0,0.026845637583892617,0.024161073825503355,0.0,0.025503355704697986,0.026845637583892617,0.020134228187919462,0.026845637583892617,0.0,0.025503355704697986,0.026845637583892617,0.0,0.026845637583892617,0.026845637583892617,0.009395973154362415
C3,0.0,0.019572953736654804,0.016903914590747332,0.029359430604982206,0.0,0.0,0.01601423487544484,0.036476868327402136,0.0,0.0,0.029359430604982206,0.028469750889679714,0.027580071174377226,0.037366548042704624,0.029359430604982206,0.036476868327402136,0.0,0.02402135231316726,0.014234875444839857,0.027580071174377226,0.03291814946619217,0.017793594306049824,0.027580071174377226,0.0071174377224199285,0.005338078291814947,0.0,0.02402135231316726,0.012455516014234875,0.0035587188612099642,0.011565836298932384,0.03202846975088968,0.0,0.0,0.027580071174377226,0.0,0.033807829181494664,0.03113879003558719,0.0,0.0,0.0,0.0,0.0,0.028469750889679714,0.03202846975088968,0.0,0.02224199288256228,0.0,0.006227758007117438,0.0,0.029359430604982206,0.016903914590747332,0.0,0.021352313167259787,0.037366548042704624,0.018683274021352312,0.029359430604982206,0.0,0.020462633451957295,0.03558718861209965,0.0,0.03202846975088968,0.02224199288256228,0.00800711743772242
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
