,entorhinal-rh,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-rh,0.5504587155963303,0.009174311926605505,0.0,0.0,0.0,0.22018348623853212,0.22018348623853212,0.0
frontalpole-rh,0.009202453987730062,0.4539877300613497,0.0,0.0,0.12269938650306748,0.19325153374233128,0.22085889570552147,0.0
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.25157232704402516,0.0,0.0,0.24528301886792453,0.25157232704402516,0.25157232704402516,0.0
rostralanteriorcingulate-lh,0.07228915662650602,0.18373493975903615,0.0,0.0,0.12048192771084337,0.3373493975903614,0.286144578313253,0.0
rostralanteriorcingulate-rh,0.07164179104477612,0.208955223880597,0.0,0.0,0.11940298507462686,0.28955223880597014,0.31044776119402984,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
