,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,parahippocampal-lh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,0.711038961038961,0.21266233766233766,0.0,0.0,0.0,0.0,0.06818181818181818,0.008116883116883116
frontalpole-rh,0.25894736842105265,0.6526315789473685,0.0,0.0,0.0,0.0,0.0,0.08842105263157894
fusiform-lh,0.0,0.0,0.463855421686747,0.0,0.0,0.36660929432013767,0.07487091222030981,0.09466437177280551
insula-lh,0.0,0.0,0.0,0.9424603174603174,0.0,0.057539682539682536,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.8910891089108911,0.0,0.06105610561056106,0.04785478547854786
parahippocampal-lh,0.0,0.0,0.33988533988533987,0.025389025389025387,0.0,0.4774774774774775,0.07698607698607698,0.08026208026208026
temporalpole-rh,0.04183266932270916,0.0,0.0846613545816733,0.0,0.04282868525896414,0.08964143426294821,0.6065737051792829,0.1344621513944223
transversetemporal-rh,0.0032679738562091504,0.04139433551198257,0.11764705882352941,0.0,0.03812636165577342,0.10675381263616558,0.15250544662309368,0.5403050108932462
