,caudalmiddlefrontal-lh,frontalpole-rh,lateralorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
caudalmiddlefrontal-lh,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.8181818181818182,0.0,0.045454545454545456,0.0,0.0,0.13636363636363635,0.0
lateralorbitofrontal-lh,0.0,0.0,0.5714285714285714,0.0,0.2857142857142857,0.07142857142857142,0.0,0.07142857142857142
parsopercularis-lh,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2
parsorbitalis-lh,0.0,0.0,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.2413793103448276,0.0,0.034482758620689655,0.7241379310344828,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.030303030303030304,0.0,0.24242424242424243,0.0,0.0,0.48484848484848486,0.24242424242424243
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.23529411764705882,0.5882352941176471
