,Fp1,F7,FT9,P4,Fp2,F5,F6,AF8
Fp1,0.3,0.0,0.0,0.0,0.0,0.35,0.35,0.0
F7,0.0,0.5789473684210527,0.0,0.42105263157894735,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.075,0.0,0.0,0.0,0.0,0.5125,0.4125,0.0
F6,0.08333333333333333,0.0,0.0,0.0,0.0,0.4722222222222222,0.4444444444444444,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
