,CP1,P8,FT10,Fp2,AF7,F5,CPz,AF8
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.2727272727272727
Fp2,0.0,0.0,0.04,0.88,0.08,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.4
