,CP1,P8,FT10,Fp2,AF7,F5,CPz,AF8
CP1,0.8714285714285714,0.0,0.12857142857142856,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.5294117647058824,0.0,0.47058823529411764,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.25,0.0,0.375,0.375,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.06666666666666667,0.0,0.43333333333333335,0.5,0.0
CPz,0.0136986301369863,0.0,0.0,0.0273972602739726,0.0,0.1917808219178082,0.7671232876712328,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
