subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S01,Sess01,MOTOR_EXECUTION-LEFT,1.0040537293102407,1.0,0.992517646728874,1.0149279168389271,bootstrap,critical,fullwin_theta
S01,Sess01,MOTOR_EXECUTION-RIGHT,0.995744010048472,1.000000000000003,0.9852252596970444,1.0070913596586168,bootstrap,critical,fullwin_theta
S01,Sess01,MOTOR_IMAGERY-LEFT,1.0007253959069897,1.0000000000000038,0.9933030144200324,1.0065779841619138,bootstrap,critical,fullwin_theta
S01,Sess01,MOTOR_IMAGERY-RIGHT,0.9992385781180086,1.0000000000000064,0.9926824505269592,1.0055466538415534,bootstrap,critical,fullwin_theta
S01,Sess01,MOTOR_EXECUTION,0.9998988696793564,1.0000000000000016,0.9888714532129592,1.011009638248772,bootstrap,critical,fullwin_theta
S01,Sess01,MOTOR_IMAGERY,0.9999819870124992,1.000000000000005,0.9929927324734958,1.0060623190017335,bootstrap,critical,fullwin_theta
S01,Sess01,LEFT,1.0023895626086152,1.0000000000000018,0.9929103305744532,1.0107529505004205,bootstrap,critical,fullwin_theta
S01,Sess01,RIGHT,0.9974912940832403,1.0000000000000049,0.9889538551120018,1.0063190067500851,bootstrap,critical,fullwin_theta
S01,Sess01,LEFT_vs_RIGHT,0.004898268525374894,0.0,-0.013408676175631906,0.02179909538841862,bootstrap,delta,fullwin_theta
S01,Sess01,IMAGERY_vs_EXECUTION,8.311733314281256e-05,0.0,-0.01801690577527626,0.017190865788774268,bootstrap,delta,fullwin_theta
S01,Sess01,ME_LEFT_vs_ME_RIGHT,0.008309719261768711,0.0,-0.014573712929742855,0.029702657141882693,bootstrap,delta,fullwin_theta
S01,Sess01,MI_LEFT_vs_MI_RIGHT,0.0014868177889810763,0.0,-0.012243639421520958,0.013895533634954549,bootstrap,delta,fullwin_theta
