,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.07012987012987013,0.05454545454545454,0.0,0.0,0.0,0.04415584415584416,0.0,0.05974025974025974,0.0,0.0,0.0,0.05194805194805195,0.0,0.07792207792207792,0.05714285714285714,0.05974025974025974,0.0,0.03636363636363636,0.02077922077922078,0.0,0.0,0.0,0.0,0.0,0.0,0.02077922077922078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05974025974025974,0.0,0.0,0.0,0.0,0.03896103896103896,0.0,0.0,0.0,0.0,0.05974025974025974,0.05714285714285714,0.05714285714285714,0.07792207792207792,0.0,0.0,0.07272727272727272,0.0,0.023376623376623377,0.0,0.0,0.0,0.0
F7,0.0,0.060941828254847646,0.05817174515235457,0.0,0.0,0.0,0.04709141274238227,0.0,0.06371191135734072,0.0,0.0,0.0,0.055401662049861494,0.0,0.06371191135734072,0.060941828254847646,0.06371191135734072,0.0,0.038781163434903045,0.0221606648199446,0.0,0.0,0.0,0.0,0.0,0.0,0.0221606648199446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06371191135734072,0.0,0.0,0.0,0.0,0.04155124653739612,0.0,0.0,0.0,0.0,0.06371191135734072,0.060941828254847646,0.060941828254847646,0.06371191135734072,0.0,0.0,0.06371191135734072,0.0,0.024930747922437674,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.044,0.016,0.052,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.052,0.02,0.0,0.0,0.004,0.0,0.048,0.048,0.004,0.0,0.02,0.004,0.016,0.048,0.0,0.048,0.048,0.0,0.0,0.044,0.016,0.048,0.0,0.0,0.052,0.016,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.0,0.052,0.0,0.012,0.0,0.028,0.008
FC5,0.0,0.0,0.0,0.04065040650406504,0.032520325203252036,0.04065040650406504,0.0,0.0,0.0,0.04065040650406504,0.0,0.0,0.0,0.04065040650406504,0.0,0.0,0.0,0.04065040650406504,0.0,0.0,0.0,0.04065040650406504,0.04065040650406504,0.0,0.0,0.008130081300813009,0.0,0.04065040650406504,0.04065040650406504,0.008130081300813009,0.0,0.04065040650406504,0.008130081300813009,0.032520325203252036,0.04065040650406504,0.0,0.04065040650406504,0.04065040650406504,0.0,0.0,0.04065040650406504,0.032520325203252036,0.04065040650406504,0.0,0.0,0.04065040650406504,0.032520325203252036,0.04065040650406504,0.0,0.0,0.0,0.0,0.0,0.0,0.04065040650406504,0.0,0.04065040650406504,0.0,0.024390243902439025,0.0,0.032520325203252036,0.016260162601626018
FC1,0.0,0.0053475935828877,0.0053475935828877,0.03208556149732621,0.0106951871657754,0.06417112299465241,0.0,0.0,0.00267379679144385,0.05080213903743316,0.0,0.0,0.0,0.040106951871657755,0.00267379679144385,0.00267379679144385,0.00267379679144385,0.0427807486631016,0.00267379679144385,0.00267379679144385,0.0,0.045454545454545456,0.013368983957219251,0.0,0.0,0.00267379679144385,0.00267379679144385,0.058823529411764705,0.0374331550802139,0.00267379679144385,0.0,0.013368983957219251,0.00267379679144385,0.0106951871657754,0.045454545454545456,0.0,0.06149732620320856,0.040106951871657755,0.0,0.00267379679144385,0.029411764705882353,0.0106951871657754,0.053475935828877004,0.0,0.0,0.06684491978609626,0.0106951871657754,0.06684491978609626,0.0,0.00267379679144385,0.0,0.00267379679144385,0.00267379679144385,0.0,0.06417112299465241,0.00267379679144385,0.0481283422459893,0.0,0.008021390374331552,0.0,0.01871657754010695,0.0053475935828877
C3,0.0,0.05190311418685121,0.05190311418685121,0.0,0.0,0.0,0.06228373702422145,0.0,0.06228373702422145,0.0,0.0,0.0,0.0657439446366782,0.0,0.0657439446366782,0.058823529411764705,0.06228373702422145,0.0,0.03460207612456748,0.01384083044982699,0.0,0.0,0.0,0.0,0.0,0.0,0.01384083044982699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06228373702422145,0.0,0.0,0.0,0.0,0.04498269896193772,0.0,0.0,0.0,0.0,0.06228373702422145,0.0657439446366782,0.06228373702422145,0.0657439446366782,0.0,0.0,0.0657439446366782,0.0,0.02768166089965398,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.05555555555555555,0.05291005291005291,0.0,0.0,0.0,0.05291005291005291,0.0,0.06349206349206349,0.0,0.0,0.0,0.06084656084656084,0.0,0.06878306878306878,0.0582010582010582,0.06349206349206349,0.0,0.03439153439153439,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.0,0.0,0.03968253968253968,0.0,0.0,0.0,0.0,0.06349206349206349,0.06613756613756613,0.06084656084656084,0.06878306878306878,0.0,0.0,0.06613756613756613,0.0,0.023809523809523808,0.0,0.0,0.0,0.0
CP5,0.0,0.0,0.0,0.03614457831325301,0.012048192771084338,0.060240963855421686,0.0,0.0,0.0,0.05421686746987952,0.0,0.0,0.0,0.045180722891566265,0.0,0.0,0.0,0.045180722891566265,0.0,0.0,0.0,0.045180722891566265,0.015060240963855422,0.0,0.0,0.0030120481927710845,0.0,0.060240963855421686,0.04216867469879518,0.0030120481927710845,0.0,0.015060240963855422,0.0030120481927710845,0.012048192771084338,0.05120481927710843,0.0,0.060240963855421686,0.045180722891566265,0.0,0.0,0.03313253012048193,0.012048192771084338,0.0572289156626506,0.0,0.0,0.06325301204819277,0.012048192771084338,0.06325301204819277,0.0,0.0,0.0,0.0,0.0,0.0,0.06325301204819277,0.0,0.05120481927710843,0.0,0.009036144578313253,0.0,0.02108433734939759,0.006024096385542169
