,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-lh,0.30978260869565216,0.22282608695652173,0.0,0.0,0.24456521739130435,0.22282608695652173,0.0,0.0
caudalmiddlefrontal-rh,0.25308641975308643,0.24691358024691357,0.0,0.0,0.25308641975308643,0.24691358024691357,0.0,0.0
parsopercularis-lh,0.0,0.0,0.3838383838383838,0.0,0.0,0.0,0.3939393939393939,0.2222222222222222
parstriangularis-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
postcentral-rh,0.2616279069767442,0.23837209302325582,0.0,0.0,0.2616279069767442,0.23837209302325582,0.0,0.0
superiorfrontal-lh,0.2484076433121019,0.24203821656050956,0.0,0.0,0.2484076433121019,0.2611464968152866,0.0,0.0
superiorfrontal-rh,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.47863247863247865,0.18803418803418803
superiortemporal-rh,0.0,0.0,0.27848101265822783,0.0,0.0,0.0,0.27848101265822783,0.4430379746835443
