,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.3237410071942446,0.0,0.0,0.3381294964028777,0.2446043165467626,0.0,0.0,0.09352517985611511
parsopercularis-lh,0.0,0.49324324324324326,0.16891891891891891,0.0,0.0472972972972973,0.060810810810810814,0.060810810810810814,0.16891891891891891
parstriangularis-rh,0.0,0.19230769230769232,0.36923076923076925,0.0,0.11538461538461539,0.0,0.0,0.3230769230769231
postcentral-lh,0.25280898876404495,0.0,0.0,0.38764044943820225,0.19101123595505617,0.0,0.0,0.16853932584269662
superiorfrontal-lh,0.20987654320987653,0.05555555555555555,0.09259259259259259,0.20987654320987653,0.29012345679012347,0.0,0.0,0.1419753086419753
superiorfrontal-rh,0.0,0.10666666666666667,0.0,0.0,0.0,0.44,0.4533333333333333,0.0
superiortemporal-lh,0.0,0.08421052631578947,0.0,0.0,0.0,0.3473684210526316,0.5684210526315789,0.0
superiortemporal-rh,0.06310679611650485,0.12135922330097088,0.20388349514563106,0.13592233009708737,0.11165048543689321,0.0,0.0,0.3640776699029126
