,caudalmiddlefrontal-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.1870967741935484,0.0967741935483871,0.10967741935483871,0.1870967741935484,0.12903225806451613,0.0967741935483871,0.0967741935483871,0.0967741935483871
parstriangularis-rh,0.09210526315789473,0.19736842105263158,0.11842105263157894,0.11842105263157894,0.11842105263157894,0.11842105263157894,0.11842105263157894,0.11842105263157894
rostralmiddlefrontal-lh,0.09289617486338798,0.09289617486338798,0.16393442622950818,0.12568306010928962,0.15300546448087432,0.15846994535519127,0.09836065573770492,0.11475409836065574
rostralmiddlefrontal-rh,0.15343915343915343,0.08994708994708994,0.12169312169312169,0.17989417989417988,0.13756613756613756,0.1111111111111111,0.09523809523809523,0.1111111111111111
superiorfrontal-lh,0.10752688172043011,0.0913978494623656,0.15053763440860216,0.13978494623655913,0.16129032258064516,0.13978494623655913,0.0967741935483871,0.11290322580645161
superiorfrontal-rh,0.08092485549132948,0.09826589595375723,0.16184971098265896,0.11560693641618497,0.14450867052023122,0.17341040462427745,0.10404624277456648,0.12138728323699421
superiortemporal-rh,0.08860759493670886,0.10759493670886076,0.12025316455696203,0.12025316455696203,0.12025316455696203,0.12025316455696203,0.20253164556962025,0.12025316455696203
supramarginal-lh,0.08974358974358974,0.10897435897435898,0.14102564102564102,0.1282051282051282,0.14102564102564102,0.14102564102564102,0.11538461538461539,0.1346153846153846
