,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parstriangularis-rh
frontalpole-lh,0.22413793103448276,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.1206896551724138,0.10344827586206896,0.13793103448275862,0.0
frontalpole-rh,0.1044776119402985,0.14925373134328357,0.14925373134328357,0.1791044776119403,0.1044776119402985,0.14925373134328357,0.16417910447761194,0.0
fusiform-lh,0.10256410256410256,0.15384615384615385,0.16666666666666666,0.16666666666666666,0.08974358974358974,0.14102564102564102,0.1794871794871795,0.0
insula-lh,0.08,0.13333333333333333,0.14666666666666667,0.2,0.08,0.2,0.16,0.0
medialorbitofrontal-lh,0.10526315789473684,0.12280701754385964,0.12280701754385964,0.12280701754385964,0.2982456140350877,0.10526315789473684,0.12280701754385964,0.0
medialorbitofrontal-rh,0.06451612903225806,0.12903225806451613,0.14516129032258066,0.20967741935483872,0.06451612903225806,0.22580645161290322,0.16129032258064516,0.0
parahippocampal-lh,0.1,0.15,0.1625,0.175,0.0875,0.15,0.175,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
