,bankssts-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.2503192848020434,0.0,0.0,0.19923371647509577,0.23754789272030652,0.13282247765006386,0.18007662835249041
fusiform-lh,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0
isthmuscingulate-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-rh,0.0,0.1600831600831601,0.0,0.0,0.24636174636174638,0.2079002079002079,0.1787941787941788,0.20686070686070687
medialorbitofrontal-rh,0.0,0.19361483007209063,0.0,0.0,0.21009268795056643,0.2842430484037075,0.13903192584963955,0.17301750772399588
rostralanteriorcingulate-lh,0.0,0.1272264631043257,0.020356234096692113,0.0,0.21374045801526717,0.16666666666666666,0.26208651399491095,0.2099236641221374
rostralanteriorcingulate-rh,0.0,0.15729047072330654,0.0,0.0,0.2261768082663605,0.19058553386911595,0.19402985074626866,0.23191733639494833
