,cuneus-lh,frontalpole-lh,inferiortemporal-rh,insula-rh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,0.1674087266251113,0.09349955476402494,0.1246660730186999,0.12733748886910062,0.12644701691896706,0.11843276936776491,0.1371326803205699,0.10507569011576136
frontalpole-lh,0.081214109926169,0.41263330598851516,0.08941755537325677,0.09269893355209188,0.081214109926169,0.07383100902378999,0.06808859721082855,0.10090237899917966
inferiortemporal-rh,0.1223021582733813,0.10161870503597123,0.17715827338129497,0.16366906474820145,0.13309352517985612,0.12050359712230216,0.09802158273381295,0.08363309352517985
insula-rh,0.12679856115107913,0.10431654676258993,0.1564748201438849,0.18345323741007194,0.13758992805755396,0.11420863309352518,0.09712230215827339,0.08003597122302158
isthmuscingulate-rh,0.12081632653061225,0.08571428571428572,0.12571428571428572,0.13142857142857142,0.22857142857142856,0.12,0.09714285714285714,0.09061224489795919
parahippocampal-rh,0.12909260991580918,0.09167446211412535,0.13470533208606175,0.12628624883068287,0.1431244153414406,0.15528531337698784,0.11131898971000935,0.10851262862488306
rostralanteriorcingulate-lh,0.15730337078651685,0.0888661899897855,0.11542390194075587,0.11440245148110317,0.12155260469867211,0.1205311542390194,0.16547497446373852,0.11644535240040858
rostralanteriorcingulate-rh,0.11378353376503238,0.12303422756706753,0.09343200740055504,0.08973172987974098,0.10823311748381129,0.11378353376503238,0.11100832562442182,0.24699352451433856
