,Fp1,Fz,Oz,TP10,AF3,AFz,C5,FC4
Fp1,0.27722772277227725,0.19306930693069307,0.22277227722772278,0.039603960396039604,0.0,0.18811881188118812,0.034653465346534656,0.04455445544554455
Fz,0.11009174311926606,0.41896024464831805,0.12844036697247707,0.05198776758409786,0.05504587155963303,0.08868501529051988,0.10091743119266056,0.045871559633027525
Oz,0.18584070796460178,0.1902654867256637,0.3053097345132743,0.022123893805309734,0.0,0.15486725663716813,0.08849557522123894,0.05309734513274336
TP10,0.06321839080459771,0.10919540229885058,0.04597701149425287,0.41379310344827586,0.14367816091954022,0.07471264367816093,0.12643678160919541,0.022988505747126436
AF3,0.0,0.13768115942028986,0.0,0.2028985507246377,0.4927536231884058,0.0,0.043478260869565216,0.12318840579710146
AFz,0.18552036199095023,0.14479638009049775,0.17194570135746606,0.04524886877828054,0.0,0.33031674208144796,0.013574660633484163,0.1085972850678733
C5,0.01824817518248175,0.11678832116788321,0.06569343065693431,0.07664233576642336,0.032846715328467155,0.0036496350364963502,0.6131386861313869,0.072992700729927
FC4,0.0374331550802139,0.06951871657754011,0.053475935828877004,0.03208556149732621,0.10695187165775401,0.11764705882352941,0.10160427807486631,0.48128342245989303
