,Fz,TP10,T8,F8,Fp2,F1,CPz,FCz
Fz,0.3888888888888889,0.0,0.0,0.3333333333333333,0.2777777777777778,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.3888888888888889,0.0,0.0,0.3333333333333333,0.2777777777777778,0.0,0.0,0.0
Fp2,0.35294117647058826,0.0,0.0,0.35294117647058826,0.29411764705882354,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
