,bankssts-rh,frontalpole-rh,inferiortemporal-rh,insula-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,transversetemporal-rh
bankssts-rh,0.3104325699745547,0.09414758269720101,0.01272264631043257,0.035623409669211195,0.21374045801526717,0.04071246819338423,0.18829516539440203,0.10432569974554708
frontalpole-rh,0.031746031746031744,0.20952380952380953,0.1349206349206349,0.15079365079365079,0.1,0.10317460317460317,0.1126984126984127,0.15714285714285714
inferiortemporal-rh,0.0,0.13179916317991633,0.2489539748953975,0.17573221757322174,0.0502092050209205,0.20502092050209206,0.06276150627615062,0.12552301255230125
insula-rh,0.007434944237918215,0.1412639405204461,0.20260223048327136,0.20817843866171004,0.04460966542750929,0.17286245353159851,0.06691449814126393,0.15613382899628253
medialorbitofrontal-lh,0.13051823416506717,0.15547024952015356,0.06525911708253358,0.07485604606525911,0.21689059500959693,0.053742802303262956,0.19193857965451055,0.11132437619961612
parahippocampal-rh,0.04377880184331797,0.10368663594470046,0.20276497695852536,0.16820276497695852,0.041474654377880185,0.2764976958525346,0.0576036866359447,0.10599078341013825
rostralanteriorcingulate-lh,0.10424028268551237,0.16607773851590105,0.07950530035335689,0.09187279151943463,0.18021201413427562,0.061837455830388695,0.20318021201413428,0.11307420494699646
transversetemporal-rh,0.03672787979966611,0.15692821368948248,0.13856427378964942,0.17696160267111852,0.06844741235392321,0.10851419031719532,0.09015025041736227,0.22370617696160267
