,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.144,0.13066666666666665,0.072,0.136,0.09066666666666667,0.15733333333333333,0.136,0.13333333333333333
insula-rh,0.14673913043478262,0.1358695652173913,0.07880434782608696,0.13043478260869565,0.09510869565217392,0.14945652173913043,0.13043478260869565,0.1331521739130435
isthmuscingulate-rh,0.13291139240506328,0.1360759493670886,0.18670886075949367,0.08227848101265822,0.18037974683544303,0.10126582278481013,0.08860759493670886,0.09177215189873418
lateralorbitofrontal-rh,0.13058419243986255,0.1134020618556701,0.061855670103092786,0.15463917525773196,0.07903780068728522,0.15807560137457044,0.15463917525773196,0.14776632302405499
parahippocampal-rh,0.14803625377643503,0.1510574018126888,0.1299093655589124,0.09667673716012085,0.1510574018126888,0.11782477341389729,0.1027190332326284,0.1027190332326284
rostralanteriorcingulate-lh,0.13538461538461538,0.12,0.05846153846153846,0.15076923076923077,0.07692307692307693,0.16307692307692306,0.15076923076923077,0.14461538461538462
temporalpole-rh,0.13,0.11333333333333333,0.06333333333333334,0.15333333333333332,0.08,0.16,0.15333333333333332,0.14666666666666667
transversetemporal-rh,0.12837837837837837,0.11486486486486487,0.06418918918918919,0.1554054054054054,0.08108108108108109,0.1554054054054054,0.15202702702702703,0.14864864864864866
