,bankssts-lh,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-rh,inferiortemporal-lh,middletemporal-lh,superiortemporal-lh,transversetemporal-lh
bankssts-lh,0.3625277161862528,0.0,0.0,0.0,0.04212860310421286,0.23725055432372505,0.21618625277161863,0.1419068736141907
caudalanteriorcingulate-lh,0.0,0.5421348314606742,0.4438202247191011,0.0,0.0,0.0028089887640449437,0.0056179775280898875,0.0056179775280898875
caudalanteriorcingulate-rh,0.0,0.3812316715542522,0.5953079178885631,0.0,0.0,0.017595307917888565,0.005865102639296188,0.0
frontalpole-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.07875894988066826,0.0,0.0,0.0,0.7541766109785203,0.00477326968973747,0.07159904534606205,0.09069212410501193
middletemporal-lh,0.25261932479627475,0.0034924330616996507,0.005820721769499418,0.0,0.0011641443538998836,0.36321303841676367,0.22351571594877764,0.15017462165308498
superiortemporal-lh,0.22067363530778164,0.003484320557491289,0.0,0.0,0.026713124274099883,0.2264808362369338,0.3519163763066202,0.17073170731707318
transversetemporal-lh,0.166412213740458,0.0,0.0,0.0,0.06412213740458016,0.166412213740458,0.2015267175572519,0.4015267175572519
