,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.49185667752442996,0.495114006514658,0.013029315960912053,0.0,0.0,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.4919093851132686,0.49514563106796117,0.012944983818770227,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.043243243243243246,0.043243243243243246,0.9135135135135135,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.3861003861003861,0.21428571428571427,0.20270270270270271,0.07142857142857142,0.12548262548262548
lateralorbitofrontal-rh,0.0,0.0,0.0,0.21084337349397592,0.3614457831325301,0.21686746987951808,0.0823293172690763,0.1285140562248996
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.1936056838365897,0.21314387211367672,0.2912966252220249,0.15452930728241562,0.14742451154529307
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.1100244498777506,0.1198044009779951,0.22249388753056235,0.37897310513447435,0.1687041564792176
temporalpole-lh,0.0,0.0,0.0,0.1390728476821192,0.13245033112582782,0.17439293598233996,0.1434878587196468,0.4105960264900662
