,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-rh,0.1358695652173913,0.11956521739130435,0.125,0.13043478260869565,0.14130434782608695,0.1358695652173913,0.07065217391304347,0.14130434782608695
inferiorparietal-rh,0.13253012048192772,0.12650602409638553,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.0783132530120482,0.13253012048192772
parsopercularis-lh,0.13450292397660818,0.12280701754385964,0.1286549707602339,0.13450292397660818,0.13450292397660818,0.13450292397660818,0.07602339181286549,0.13450292397660818
rostralmiddlefrontal-lh,0.13736263736263737,0.12087912087912088,0.12637362637362637,0.13186813186813187,0.13736263736263737,0.13736263736263737,0.07142857142857142,0.13736263736263737
superiortemporal-lh,0.1368421052631579,0.11578947368421053,0.12105263157894737,0.13157894736842105,0.14736842105263157,0.1368421052631579,0.06842105263157895,0.14210526315789473
superiortemporal-rh,0.1358695652173913,0.11956521739130435,0.125,0.13043478260869565,0.14130434782608695,0.1358695652173913,0.07065217391304347,0.14130434782608695
supramarginal-lh,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.1262135922330097,0.11650485436893204,0.1262135922330097
supramarginal-rh,0.13513513513513514,0.11891891891891893,0.12432432432432433,0.12972972972972974,0.14594594594594595,0.13513513513513514,0.07027027027027027,0.14054054054054055
