,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.15384615384615385,0.1282051282051282,0.14102564102564102,0.14743589743589744,0.07692307692307693,0.16025641025641027,0.08333333333333333,0.10897435897435898
inferiorparietal-rh,0.14184397163120568,0.1347517730496454,0.14184397163120568,0.14184397163120568,0.0851063829787234,0.14184397163120568,0.09219858156028368,0.12056737588652482
parsopercularis-lh,0.14965986394557823,0.1292517006802721,0.14285714285714285,0.14285714285714285,0.08163265306122448,0.14965986394557823,0.08843537414965986,0.11564625850340136
postcentral-rh,0.15483870967741936,0.12903225806451613,0.14193548387096774,0.14838709677419354,0.07741935483870968,0.15483870967741936,0.08387096774193549,0.10967741935483871
rostralmiddlefrontal-lh,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.1276595744680851,0.11702127659574468,0.1276595744680851,0.11702127659574468,0.1276595744680851
superiorfrontal-lh,0.15286624203821655,0.12738853503184713,0.14012738853503184,0.1464968152866242,0.07643312101910828,0.16560509554140126,0.08280254777070063,0.10828025477707007
superiortemporal-lh,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.09090909090909091,0.13131313131313133,0.12121212121212122,0.13131313131313133
supramarginal-lh,0.13821138211382114,0.13008130081300814,0.13821138211382114,0.13821138211382114,0.08130081300813008,0.13821138211382114,0.10569105691056911,0.13008130081300814
