,frontalpole-rh,fusiform-lh,insula-rh,isthmuscingulate-rh,medialorbitofrontal-lh,paracentral-rh,posteriorcingulate-rh,rostralanteriorcingulate-lh
frontalpole-rh,0.2980891719745223,0.08917197452229299,0.10828025477707007,0.08917197452229299,0.1286624203821656,0.10828025477707007,0.08917197452229299,0.08917197452229299
fusiform-lh,0.06172839506172839,0.35890652557319225,0.0,0.1728395061728395,0.0890652557319224,0.0,0.18165784832451498,0.13580246913580246
insula-rh,0.14928057553956833,0.0,0.5431654676258992,0.0,0.06654676258992806,0.24100719424460432,0.0,0.0
isthmuscingulate-rh,0.07692307692307693,0.21318681318681318,0.0,0.23406593406593407,0.13186813186813187,0.0,0.15494505494505495,0.189010989010989
medialorbitofrontal-lh,0.11418685121107267,0.11418685121107267,0.04267589388696655,0.13610149942329874,0.22722029988465975,0.04267589388696655,0.18685121107266436,0.13610149942329874
paracentral-rh,0.2133676092544987,0.0,0.34704370179948585,0.0,0.09511568123393316,0.3444730077120823,0.0,0.0
posteriorcingulate-rh,0.06572769953051644,0.18967136150234742,0.0,0.13051643192488263,0.15211267605633802,0.0,0.3314553990610329,0.13051643192488263
rostralanteriorcingulate-lh,0.0755939524838013,0.16414686825053995,0.0,0.18466522678185746,0.12958963282937366,0.0,0.15226781857451405,0.2937365010799136
