,caudalmiddlefrontal-rh,parsopercularis-lh,precentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.2647058823529412,0.0,0.0,0.27941176470588236,0.19117647058823528,0.07352941176470588,0.19117647058823528,0.0
parsopercularis-lh,0.0,0.6153846153846154,0.25,0.0,0.0,0.0,0.0,0.1346153846153846
precentral-lh,0.0,0.2830188679245283,0.7169811320754716,0.0,0.0,0.0,0.0,0.0
precentral-rh,0.1565217391304348,0.0,0.0,0.2608695652173913,0.21739130434782608,0.14782608695652175,0.21739130434782608,0.0
superiorparietal-rh,0.125,0.0,0.0,0.2403846153846154,0.23076923076923078,0.16346153846153846,0.2403846153846154,0.0
superiortemporal-lh,0.05952380952380952,0.0,0.0,0.21428571428571427,0.21428571428571427,0.2976190476190476,0.21428571428571427,0.0
superiortemporal-rh,0.12745098039215685,0.0,0.0,0.24509803921568626,0.22549019607843138,0.16666666666666666,0.23529411764705882,0.0
supramarginal-lh,0.0,0.20588235294117646,0.058823529411764705,0.0,0.0,0.0,0.0,0.7352941176470589
