,frontalpole-rh,insula-rh,lateraloccipital-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.9281437125748503,0.0,0.0,0.0,0.0718562874251497,0.0,0.0,0.0
insula-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.5472636815920398,0.0,0.0,0.4527363184079602,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.09523809523809523,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.2676923076923077,0.0,0.0,0.7323076923076923,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.7700534759358288,0.22994652406417113
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.21910112359550563,0.7808988764044944
