,fusiform-lh,inferiortemporal-rh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh
fusiform-lh,0.35943775100401604,0.0,0.11244979919678715,0.26104417670682734,0.1827309236947791,0.0,0.08433734939759036,0.0
inferiortemporal-rh,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.0
isthmuscingulate-rh,0.10699588477366255,0.0,0.46296296296296297,0.20987654320987653,0.11316872427983539,0.0,0.10699588477366255,0.0
lingual-lh,0.20847457627118643,0.0,0.17288135593220338,0.36271186440677966,0.21864406779661016,0.0,0.03728813559322034,0.0
parahippocampal-lh,0.17849462365591398,0.0,0.11397849462365592,0.2623655913978495,0.44516129032258067,0.0,0.0,0.0
parahippocampal-rh,0.0,0.17028985507246377,0.0,0.0,0.0,0.7608695652173914,0.0,0.06884057971014493
pericalcarine-rh,0.15034965034965034,0.0,0.20279720279720279,0.08391608391608392,0.006993006993006993,0.0,0.5559440559440559,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.4722222222222222,0.0,0.5277777777777778
