,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,temporalpole-rh
frontalpole-lh,0.3511450381679389,0.16030534351145037,0.0,0.10687022900763359,0.19083969465648856,0.19083969465648856,0.0,0.0
frontalpole-rh,0.17164179104477612,0.5223880597014925,0.0,0.0,0.0,0.30597014925373134,0.0,0.0
fusiform-lh,0.0,0.0,0.525,0.0,0.0,0.0,0.475,0.0
insula-rh,0.08045977011494253,0.0,0.0,0.47701149425287354,0.3505747126436782,0.09195402298850575,0.0,0.0
medialorbitofrontal-lh,0.1393939393939394,0.0,0.0,0.34545454545454546,0.4909090909090909,0.024242424242424242,0.0,0.0
medialorbitofrontal-rh,0.17261904761904762,0.23214285714285715,0.0,0.10714285714285714,0.041666666666666664,0.44642857142857145,0.0,0.0
parahippocampal-lh,0.0,0.0,0.38317757009345793,0.0,0.0,0.0,0.5887850467289719,0.028037383177570093
temporalpole-rh,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.08823529411764706,0.8529411764705882
