,bankssts-rh,entorhinal-rh,frontalpole-rh,inferiortemporal-rh,parsopercularis-rh,superiortemporal-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.4131944444444444,0.052083333333333336,0.006944444444444444,0.19618055555555555,0.0,0.21180555555555555,0.03993055555555555,0.0798611111111111
entorhinal-rh,0.05415162454873646,0.44945848375451264,0.0,0.13357400722021662,0.07581227436823104,0.08844765342960288,0.14620938628158844,0.052346570397111915
frontalpole-rh,0.008583690987124463,0.0,0.9785407725321889,0.0,0.004291845493562232,0.008583690987124463,0.0,0.0
inferiortemporal-rh,0.1539509536784741,0.11307901907356949,0.0,0.4482288828337875,0.01907356948228883,0.12534059945504086,0.06403269754768393,0.07629427792915532
parsopercularis-rh,0.00554016620498615,0.1329639889196676,0.008310249307479225,0.01662049861495845,0.703601108033241,0.04986149584487535,0.07479224376731301,0.008310249307479225
superiortemporal-rh,0.1744186046511628,0.07973421926910298,0.008305647840531562,0.11461794019933555,0.02159468438538206,0.420265780730897,0.1079734219269103,0.07308970099667775
temporalpole-rh,0.04144144144144144,0.11351351351351352,0.0,0.10270270270270271,0.032432432432432434,0.1045045045045045,0.5441441441441441,0.06126126126126126
transversetemporal-rh,0.1031578947368421,0.05894736842105263,0.0,0.12210526315789473,0.002105263157894737,0.0863157894736842,0.056842105263157895,0.5705263157894737
