,bankssts-rh,entorhinal-rh,frontalpole-rh,inferiortemporal-rh,parsopercularis-rh,superiortemporal-rh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.53125,0.0,0.0,0.4375,0.0,0.0,0.0,0.03125
entorhinal-rh,0.0,0.4444444444444444,0.0,0.25925925925925924,0.037037037037037035,0.0,0.25925925925925924,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.19047619047619047,0.03571428571428571,0.0,0.5595238095238095,0.047619047619047616,0.0,0.11904761904761904,0.047619047619047616
parsopercularis-rh,0.0,0.0,0.0,0.05,0.675,0.1,0.175,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.08,0.68,0.24,0.0
temporalpole-rh,0.0,0.0707070707070707,0.0,0.16161616161616163,0.030303030303030304,0.04040404040404041,0.696969696969697,0.0
transversetemporal-rh,0.21428571428571427,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.5
