,lateraloccipital-lh,parahippocampal-rh,parsorbitalis-lh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-rh
lateraloccipital-lh,0.656,0.0,0.016,0.248,0.0,0.008,0.04,0.032
parahippocampal-rh,0.0,0.8306188925081434,0.003257328990228013,0.0,0.0749185667752443,0.003257328990228013,0.04234527687296417,0.04560260586319218
parsorbitalis-lh,0.020588235294117647,0.0058823529411764705,0.8235294117647058,0.020588235294117647,0.0,0.0058823529411764705,0.07941176470588235,0.04411764705882353
pericalcarine-lh,0.21505376344086022,0.0,0.025089605734767026,0.6989247311827957,0.0,0.035842293906810034,0.0,0.025089605734767026
pericalcarine-rh,0.0,0.06859205776173286,0.0,0.007220216606498195,0.8736462093862816,0.01444043321299639,0.0,0.036101083032490974
rostralanteriorcingulate-lh,0.0,0.012552301255230125,0.029288702928870293,0.04184100418410042,0.02510460251046025,0.8242677824267782,0.0,0.06694560669456066
temporalpole-lh,0.02040816326530612,0.05782312925170068,0.09183673469387756,0.0,0.0,0.0,0.826530612244898,0.003401360544217687
transversetemporal-rh,0.02702702702702703,0.03194103194103194,0.029484029484029485,0.03194103194103194,0.04176904176904177,0.029484029484029485,0.0,0.8083538083538083
