,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF4,F2,FCz
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.1039307128580946,0.10459693537641572,0.0,0.0,0.08061292471685542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06528980679546968,0.0,0.0,0.0,0.09926715522984676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060626249167221855,0.0,0.0,0.0,0.0,0.0,0.0,0.10459693537641572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013990672884743505,0.0,0.05329780146568954,0.0,0.10459693537641572,0.0,0.10459693537641572,0.0,0.10459693537641572,0.0
FC5,0.0,0.0,0.0,0.03930896344516775,0.11942914371557337,0.0,0.0,0.10590886329494241,0.0,0.0,0.0,0.0,0.00100150225338007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05633450175262894,0.0,0.0,0.0,0.06459689534301452,0.0,0.0,0.0,0.0,0.0,0.0,0.007761642463695543,0.08487731597396093,0.0,0.005007511266900351,0.0,0.0,0.0,0.0,0.04356534802203305,0.0,0.0,0.0,0.0,0.013520280420630946,0.0,0.0,0.0,0.0,0.017526289434151226,0.0,0.010265398097145719,0.0,0.07611417125688533,0.0,0.11967951927891837,0.0,0.11517275913870806,0.0,0.1199298948422634,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.23271889400921658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009216589861751152,0.21774193548387097,0.0,0.0,0.059907834101382486,0.07373271889400922,0.04723502304147465,0.0,0.0,0.0,0.0,0.0,0.0,0.0576036866359447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17511520737327188,0.0,0.0,0.00576036866359447,0.0,0.0,0.0,0.0,0.059907834101382486,0.0,0.0,0.0,0.0,0.0,0.0,0.06105990783410138,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.023025084238113065,0.07955821789591913,0.0,0.0,0.13384500187195808,0.0,0.006551853238487458,0.0,0.0,0.002433545488581056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05054286783976039,0.0,0.0,0.0,0.038000748783227255,0.0,0.0,0.01684762261325346,0.020404342942718083,0.00355672032946462,0.0,0.01067016098839386,0.11681018345189068,0.0,0.0,0.0,0.0,0.0,0.0,0.026020217147135906,0.0,0.00636465743167353,0.0,0.0,0.02976413328341445,0.0,0.0,0.0,0.0,0.02414825907899663,0.0,0.0,0.0,0.06177461624859603,0.0,0.09472107824784724,0.0,0.12822912766754024,0.0,0.12673156121302884,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20077972709551656,0.0,0.0,0.0,0.19103313840155944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20272904483430798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20272904483430798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20272904483430798,0.0,0.0
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016894977168949773,0.0,0.27488584474885847,0.0,0.0,0.09497716894977169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03789954337899543,0.0,0.0,0.0,0.006392694063926941,0.12146118721461187,0.0365296803652968,0.0,0.0,0.09178082191780822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09315068493150686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036986301369863014,0.0,0.01872146118721461,0.0,0.10821917808219178,0.0228310502283105,0.039269406392694065,0.0
