,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-rh
caudalanteriorcingulate-lh,0.88,0.0,0.0,0.0,0.0,0.12,0.0,0.0
frontalpole-lh,0.0,0.4666666666666667,0.36666666666666664,0.0,0.15555555555555556,0.0,0.011111111111111112,0.0
frontalpole-rh,0.0,0.25217391304347825,0.43478260869565216,0.0,0.23478260869565218,0.0,0.0782608695652174,0.0
lateraloccipital-rh,0.02531645569620253,0.0,0.0,0.8860759493670886,0.0,0.08860759493670886,0.0,0.0
medialorbitofrontal-lh,0.0,0.10309278350515463,0.23711340206185566,0.0,0.44329896907216493,0.0,0.21649484536082475,0.0
parahippocampal-lh,0.024390243902439025,0.0,0.0,0.13414634146341464,0.0,0.8414634146341463,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.09183673469387756,0.0,0.17346938775510204,0.0,0.7346938775510204,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
