,caudalmiddlefrontal-rh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.35294117647058826,0.16666666666666666,0.0,0.12745098039215685,0.0,0.35294117647058826,0.0,0.0
frontalpole-lh,0.25,0.5131578947368421,0.02631578947368421,0.0,0.0,0.21052631578947367,0.0,0.0
medialorbitofrontal-lh,0.0,0.09375,0.71875,0.0,0.1875,0.0,0.0,0.0
parahippocampal-rh,0.29411764705882354,0.0,0.0,0.4117647058823529,0.0,0.29411764705882354,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.375,0.0,0.46875,0.0,0.0,0.15625
rostralanteriorcingulate-lh,0.2682926829268293,0.11382113821138211,0.0,0.10569105691056911,0.0,0.43902439024390244,0.07317073170731707,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6
