,caudalmiddlefrontal-rh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.43,0.056666666666666664,0.0,0.056666666666666664,0.09333333333333334,0.18,0.11,0.07333333333333333
frontalpole-lh,0.0945273631840796,0.746268656716418,0.07960199004975124,0.0,0.0,0.07960199004975124,0.0,0.0
medialorbitofrontal-lh,0.0,0.07804878048780488,0.6,0.09268292682926829,0.11707317073170732,0.11219512195121951,0.0,0.0
parahippocampal-rh,0.10047846889952153,0.0,0.09569377990430622,0.5215311004784688,0.12440191387559808,0.08133971291866028,0.0,0.07655502392344497
posteriorcingulate-lh,0.1285140562248996,0.0,0.08835341365461848,0.08835341365461848,0.5220883534136547,0.0,0.03614457831325301,0.13654618473895583
rostralanteriorcingulate-lh,0.18359375,0.0546875,0.078125,0.06640625,0.0,0.5,0.1171875,0.0
temporalpole-lh,0.14,0.0,0.0,0.0,0.05,0.16,0.605,0.045
temporalpole-rh,0.08118081180811808,0.0,0.0,0.05166051660516605,0.14022140221402213,0.0,0.04059040590405904,0.6863468634686347
