,frontalpole-lh,medialorbitofrontal-lh,middletemporal-lh,paracentral-rh,parahippocampal-lh,posteriorcingulate-rh,temporalpole-rh,transversetemporal-lh
frontalpole-lh,0.577639751552795,0.17391304347826086,0.0,0.14906832298136646,0.0,0.09937888198757763,0.0,0.0
medialorbitofrontal-lh,0.2265625,0.4296875,0.0,0.125,0.0,0.1171875,0.1015625,0.0
middletemporal-lh,0.0,0.0,0.7738095238095238,0.0,0.023809523809523808,0.0,0.023809523809523808,0.17857142857142858
paracentral-rh,0.1065989847715736,0.08121827411167512,0.0,0.38071065989847713,0.02030456852791878,0.26903553299492383,0.08629441624365482,0.05583756345177665
parahippocampal-lh,0.0,0.0,0.0,0.06451612903225806,0.7096774193548387,0.021505376344086023,0.20430107526881722,0.0
posteriorcingulate-rh,0.07692307692307693,0.08333333333333333,0.00641025641025641,0.30128205128205127,0.0,0.391025641025641,0.14102564102564102,0.0
temporalpole-rh,0.012345679012345678,0.08024691358024691,0.024691358024691357,0.08024691358024691,0.08024691358024691,0.12345679012345678,0.5987654320987654,0.0
transversetemporal-lh,0.0,0.0,0.17333333333333334,0.16,0.0,0.0,0.0,0.6666666666666666
