,entorhinal-lh,frontalpole-rh,parsopercularis-rh,parsorbitalis-lh,parsorbitalis-rh,parstriangularis-rh,temporalpole-lh,temporalpole-rh
entorhinal-lh,0.5913978494623656,0.10752688172043011,0.0,0.0,0.0,0.0,0.3010752688172043,0.0
frontalpole-rh,0.13580246913580246,0.654320987654321,0.0,0.08641975308641975,0.0,0.0,0.12345679012345678,0.0
parsopercularis-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.12195121951219512,0.0,0.8780487804878049,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.7037037037037037,0.2962962962962963,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.2222222222222222,0.5656565656565656,0.0,0.21212121212121213
temporalpole-lh,0.2413793103448276,0.08045977011494253,0.0,0.0,0.0,0.0,0.6781609195402298,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.2698412698412698,0.0,0.7301587301587301
