,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,parstriangularis-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-rh,0.518348623853211,0.10091743119266056,0.0871559633027523,0.03211009174311927,0.0,0.0,0.17889908256880735,0.08256880733944955
entorhinal-lh,0.16296296296296298,0.674074074074074,0.0,0.05925925925925926,0.02962962962962963,0.0,0.022222222222222223,0.05185185185185185
frontalpole-lh,0.12234042553191489,0.0,0.5106382978723404,0.05851063829787234,0.015957446808510637,0.0,0.26595744680851063,0.026595744680851064
frontalpole-rh,0.06666666666666667,0.024242424242424242,0.09090909090909091,0.6848484848484848,0.030303030303030304,0.0,0.10303030303030303,0.0
parsorbitalis-rh,0.0,0.03968253968253968,0.007936507936507936,0.023809523809523808,0.9047619047619048,0.0,0.023809523809523808,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-rh,0.1919191919191919,0.020202020202020204,0.25252525252525254,0.030303030303030304,0.020202020202020204,0.0,0.48484848484848486,0.0
temporalpole-lh,0.22857142857142856,0.12380952380952381,0.05714285714285714,0.009523809523809525,0.0,0.0,0.0,0.580952380952381
