,frontalpole-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.4930875576036866,0.16129032258064516,0.03840245775729647,0.030721966205837174,0.13671274961597543,0.055299539170506916,0.03840245775729647,0.04608294930875576
frontalpole-rh,0.16666666666666666,0.5337078651685393,0.003745318352059925,0.0056179775280898875,0.11797752808988764,0.08426966292134831,0.03745318352059925,0.05056179775280899
lingual-rh,0.0684931506849315,0.0091324200913242,0.632420091324201,0.23972602739726026,0.02054794520547945,0.00684931506849315,0.00228310502283105,0.02054794520547945
parahippocampal-rh,0.06297229219143577,0.012594458438287154,0.2871536523929471,0.5516372795969773,0.012594458438287154,0.020151133501259445,0.010075566750629723,0.042821158690176324
rostralanteriorcingulate-lh,0.20386266094420602,0.10300429184549356,0.02575107296137339,0.019313304721030045,0.5686695278969958,0.027896995708154508,0.032188841201716736,0.019313304721030045
rostralanteriorcingulate-rh,0.11764705882352941,0.11508951406649616,0.017902813299232736,0.020460358056265986,0.06905370843989769,0.6419437340153452,0.0025575447570332483,0.015345268542199489
temporalpole-lh,0.057065217391304345,0.04891304347826087,0.008152173913043478,0.024456521739130436,0.029891304347826088,0.01358695652173913,0.8070652173913043,0.010869565217391304
temporalpole-rh,0.10122699386503067,0.09815950920245399,0.006134969325153374,0.024539877300613498,0.046012269938650305,0.012269938650306749,0.024539877300613498,0.6871165644171779
