,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.6309523809523809,0.03869047619047619,0.041666666666666664,0.0,0.0,0.13392857142857142,0.020833333333333332,0.13392857142857142
frontalpole-lh,0.04241071428571429,0.671875,0.14732142857142858,0.0,0.08928571428571429,0.002232142857142857,0.044642857142857144,0.002232142857142857
frontalpole-rh,0.0529595015576324,0.22741433021806853,0.557632398753894,0.0,0.1308411214953271,0.006230529595015576,0.024922118380062305,0.0
parahippocampal-rh,0.0,0.0,0.0,0.9870967741935484,0.0,0.0,0.0,0.012903225806451613
rostralanteriorcingulate-rh,0.0,0.11004784688995216,0.14832535885167464,0.0,0.6555023923444976,0.0,0.0861244019138756,0.0
temporalpole-lh,0.12568306010928962,0.00819672131147541,0.00819672131147541,0.0,0.0,0.7431693989071039,0.01092896174863388,0.10382513661202186
temporalpole-rh,0.03125,0.059375,0.021875,0.0,0.090625,0.0125,0.784375,0.0
transversetemporal-lh,0.14285714285714285,0.00974025974025974,0.0,0.0,0.0,0.12987012987012986,0.0,0.7175324675324676
