,frontalpole-lh,inferiortemporal-lh,medialorbitofrontal-lh,parahippocampal-lh,parstriangularis-rh,pericalcarine-rh,transversetemporal-lh,transversetemporal-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.6041666666666666,0.0,0.3125,0.0,0.0,0.08333333333333333,0.0
medialorbitofrontal-lh,0.0,0.0,0.9722222222222222,0.027777777777777776,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.3409090909090909,0.0,0.6590909090909091,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.6904761904761905,0.30952380952380953,0.0
transversetemporal-lh,0.0,0.11538461538461539,0.0,0.0,0.0,0.21153846153846154,0.6730769230769231,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
