,frontalpole-lh,frontalpole-rh,fusiform-rh,lateraloccipital-lh,lateraloccipital-rh,lingual-lh,pericalcarine-lh,temporalpole-lh
frontalpole-lh,0.47058823529411764,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.45588235294117646
frontalpole-rh,0.11666666666666667,0.4666666666666667,0.3,0.0,0.03333333333333333,0.0,0.0,0.08333333333333333
fusiform-rh,0.027777777777777776,0.3055555555555556,0.5138888888888888,0.0,0.1527777777777778,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.0,0.484375,0.0,0.296875,0.21875,0.0
lateraloccipital-rh,0.0,0.07272727272727272,0.2727272727272727,0.0,0.6545454545454545,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.26436781609195403,0.0,0.40229885057471265,0.3333333333333333,0.0
pericalcarine-lh,0.0,0.0,0.0,0.225,0.0,0.375,0.4,0.0
temporalpole-lh,0.4461538461538462,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.5384615384615384
